car_name,yr_mfr,fuel_type,kms_run,city,body_type,transmission,total_owners,original_price,warranty_avail,sale_price
maruti baleno,2017,petrol,25972,chennai,hatchback,manual,1,620590,FALSE,531799
honda brio,2015,petrol,37667,chennai,hatchback,automatic,2,505250,FALSE,441899
maruti celerio,2014,petrol,27544,chennai,hatchback,automatic,2,459576,FALSE,399099
maruti wagon r 1.0,2018,petrol,16087,chennai,hatchback,manual,2,504785,FALSE,427899
hyundai elite i20,2018,petrol,10893,chennai,hatchback,manual,1,794556,FALSE,684899
maruti swift dzire,2010,petrol,49238,chennai,sedan,manual,2,339199,FALSE,339099
hyundai eon,2013,petrol,22713,chennai,hatchback,manual,3,282812,FALSE,249299
maruti swift,2015,petrol,40987,chennai,hatchback,manual,1,560959,FALSE,481299
maruti celerio,2019,petrol,13079,chennai,hatchback,manual,1,526999,FALSE,526899
honda city,2011,petrol,51684,chennai,sedan,automatic,3,434799,FALSE,434699
hyundai eon,2013,petrol,27109,chennai,hatchback,manual,2,256499,FALSE,256399
maruti alto k10,2010,petrol,46987,chennai,hatchback,manual,1,245907,FALSE,233499
hyundai elite i20,2019,petrol,11172,chennai,hatchback,manual,1,898207,FALSE,743799
maruti alto 800,2018,petrol,13741,chennai,hatchback,manual,1,419923,FALSE,352099
hyundai elite i20,2018,petrol,22562,chennai,hatchback,manual,1,679299,FALSE,679199
hyundai elite i20,2016,petrol,18639,chennai,hatchback,manual,1,667215,FALSE,552399
maruti swift dzire,2015,petrol,47445,chennai,sedan,manual,1,574764,FALSE,484499
maruti baleno,2017,petrol,22993,chennai,hatchback,automatic,2,814395,FALSE,675399
maruti alto 800,2017,petrol,25712,chennai,hatchback,manual,1,382260,FALSE,325099
maruti swift,2018,petrol,10382,chennai,hatchback,automatic,1,762019,FALSE,633699
maruti dzire,2018,petrol,17794,chennai,sedan,manual,1,751737,FALSE,628699
maruti dzire,2017,diesel,17163,chennai,sedan,manual,1,667899,FALSE,667799
maruti wagon r 1.0,2013,petrol,50429,chennai,hatchback,manual,1,420732,FALSE,356099
maruti eeco,2020,petrol,13447,chennai,suv,manual,1,572983,FALSE,470699
renault kwid,2016,petrol,34082,chennai,hatchback,manual,1,360690,FALSE,315899
maruti wagon r 1.0,2017,petrol,40381,chennai,hatchback,manual,1,462570,FALSE,417899
maruti alto 800,2014,petrol,40695,chennai,hatchback,manual,2,296800,FALSE,247399
hyundai grand i10,2016,petrol,44019,chennai,hatchback,automatic,1,559700,FALSE,478399
hyundai grand i10,2017,petrol,8643,chennai,hatchback,manual,1,603225,FALSE,518899
maruti swift,2019,petrol,12425,chennai,hatchback,manual,1,767790,FALSE,647999
maruti swift dzire,2016,diesel,38519,chennai,sedan,manual,1,714204,FALSE,601599
fiat grand punto,2014,diesel,46804,chennai,hatchback,manual,3,367800,TRUE,295099
maruti swift,2019,petrol,1890,chennai,hatchback,manual,2,785451,FALSE,652999
maruti ertiga,2015,petrol,23641,chennai,suv,manual,1,774476,FALSE,655299
hyundai eon,2016,petrol,42946,chennai,hatchback,manual,2,353370,FALSE,301699
renault kwid,2016,petrol,39145,chennai,hatchback,manual,1,371745,FALSE,314299
hyundai eon,2016,petrol,39910,chennai,hatchback,manual,1,317999,FALSE,317899
volkswagen polo,2015,petrol,39763,chennai,hatchback,manual,2,614871,FALSE,523699
maruti baleno,2016,petrol,29711,chennai,hatchback,manual,1,666399,FALSE,666299
tata tiago,2018,petrol,14901,chennai,hatchback,manual,1,513799,FALSE,513699
hyundai grand i10,2018,petrol,19266,chennai,hatchback,manual,1,626685,FALSE,532899
hyundai elite i20,2015,petrol,20657,chennai,hatchback,manual,1,603009,FALSE,518099
maruti swift,2017,petrol,35774,chennai,hatchback,manual,1,565322,FALSE,562599
volkswagen ameo,2016,petrol,23367,chennai,sedan,manual,2,575620,FALSE,528999
maruti wagon r 1.0,2013,petrol,55517,chennai,hatchback,manual,1,414452,FALSE,341599
maruti baleno,2018,petrol,9398,chennai,hatchback,manual,1,740851,FALSE,599299
maruti wagon r 1.0,2015,petrol,43136,chennai,hatchback,automatic,1,423314,FALSE,378299
maruti wagon r 1.0,2010,petrol,61400,chennai,hatchback,manual,1,281340,FALSE,241399
maruti zen estilo,2012,petrol,64480,chennai,hatchback,manual,1,262500,FALSE,237399
renault pulse,2014,petrol,49994,chennai,hatchback,manual,2,316320,FALSE,298199
hyundai elite i20,2015,petrol,52695,chennai,hatchback,manual,1,685082,FALSE,577599
maruti swift,2013,diesel,61781,chennai,hatchback,manual,2,461049,FALSE,409799
hyundai grand i10,2015,petrol,46243,chennai,hatchback,manual,2,480499,FALSE,424599
hyundai i20,2013,petrol,53953,chennai,hatchback,manual,1,373299,FALSE,373199
maruti swift,2018,petrol,20159,chennai,hatchback,manual,1,664290,FALSE,565899
maruti baleno,2020,petrol,7815,chennai,hatchback,manual,1,932720,FALSE,750299
maruti swift,2014,diesel,62368,chennai,hatchback,manual,1,505470,FALSE,469899
hyundai eon,2016,petrol,36422,chennai,hatchback,manual,1,331399,FALSE,331299
hyundai grand i10,2018,petrol,4241,chennai,hatchback,manual,1,550799,FALSE,550699
hyundai grand i10,2015,petrol,32650,chennai,hatchback,automatic,1,566436,FALSE,491399
volkswagen polo,2015,petrol,21715,chennai,hatchback,manual,1,598625,FALSE,516199
maruti swift dzire,2013,petrol,53876,chennai,sedan,manual,2,474499,FALSE,474399
honda city,2010,petrol,59694,chennai,sedan,manual,2,479801,FALSE,413899
hyundai i10,2008,petrol,61075,chennai,hatchback,manual,2,209999,FALSE,204299
hyundai elite i20,2017,petrol,27345,chennai,hatchback,manual,1,752265,FALSE,645599
ford new figo,2017,diesel,30644,chennai,hatchback,manual,2,624973,FALSE,532899
hyundai elite i20,2016,petrol,51404,chennai,hatchback,manual,1,551096,FALSE,547399
hyundai elite i20,2017,petrol,32077,chennai,hatchback,manual,1,736214,FALSE,621299
maruti swift,2015,petrol,55562,chennai,hatchback,manual,1,558386,FALSE,482399
maruti dzire,2017,diesel,37607,chennai,sedan,automatic,1,777972,FALSE,678699
hyundai eon,2016,petrol,41675,chennai,hatchback,manual,3,360462,FALSE,304299
maruti alto 800,2013,petrol,64676,chennai,hatchback,manual,1,270742,FALSE,217999
hyundai grand i10,2013,diesel,55207,chennai,hatchback,manual,3,383184,FALSE,334999
mahindra tuv300,2016,diesel,48062,chennai,suv,manual,1,813790,FALSE,711999
nissan sunny,2013,petrol,62605,chennai,sedan,manual,2,455288,FALSE,393099
maruti ritz,2012,diesel,70091,chennai,hatchback,manual,2,336383,FALSE,317999
maruti ritz,2012,diesel,65116,chennai,hatchback,manual,1,389295,FALSE,355899
honda brio,2012,petrol,43690,chennai,hatchback,manual,1,367299,FALSE,367199
maruti swift,2017,petrol,42061,chennai,hatchback,manual,1,651875,FALSE,545999
maruti baleno,2019,petrol,20045,chennai,hatchback,manual,1,772302,FALSE,633199
maruti dzire,2018,diesel,23752,chennai,sedan,manual,1,781590,FALSE,688499
maruti swift,2019,petrol,19508,chennai,hatchback,manual,1,760122,FALSE,626099
hyundai i20,2013,diesel,69617,chennai,hatchback,manual,1,438000,FALSE,377599
maruti swift,2013,diesel,66970,chennai,hatchback,manual,2,458199,FALSE,458099
hyundai elite i20,2014,petrol,67785,chennai,hatchback,manual,1,597966,FALSE,493599
maruti alto 800,2016,petrol,47745,chennai,hatchback,manual,1,339560,FALSE,313499
maruti wagon r 1.0,2011,petrol,72997,chennai,hatchback,manual,2,347342,FALSE,310199
hyundai elite i20,2015,petrol,56767,chennai,hatchback,manual,1,580301,FALSE,496899
maruti baleno,2020,petrol,9501,chennai,hatchback,manual,1,925340,FALSE,788199
hyundai grand i10,2016,petrol,45345,chennai,hatchback,manual,2,500499,FALSE,500399
maruti dzire,2019,petrol,14982,chennai,sedan,manual,1,795255,FALSE,714499
maruti baleno,2018,petrol,33554,chennai,hatchback,manual,1,748542,FALSE,623999
maruti alto 800,2018,petrol,29975,chennai,hatchback,manual,2,346740,FALSE,311999
maruti dzire,2017,diesel,19176,chennai,sedan,manual,1,614499,FALSE,614399
maruti alto k10,2018,petrol,35899,chennai,hatchback,manual,1,462570,FALSE,389799
hyundai i10,2014,petrol,35571,chennai,hatchback,manual,1,419280,FALSE,373499
maruti alto k10,2017,petrol,64778,chennai,hatchback,manual,1,383628,FALSE,331799
volkswagen polo,2017,petrol,44883,chennai,hatchback,manual,2,535370,FALSE,516199
renault kwid,2017,petrol,42259,chennai,hatchback,manual,2,360999,FALSE,360899
maruti baleno,2015,petrol,48809,chennai,hatchback,manual,2,535370,FALSE,475099
maruti ciaz,2017,petrol,46847,chennai,sedan,automatic,1,762999,FALSE,762899
hyundai creta,2017,petrol,104315,chennai,suv,manual,1,927640,FALSE,801499
maruti wagon r stingray,2013,petrol,62227,chennai,hatchback,manual,1,405334,FALSE,364699
maruti swift,2019,petrol,21823,chennai,hatchback,automatic,1,789180,FALSE,657599
maruti swift,2015,diesel,73530,chennai,hatchback,manual,1,580708,FALSE,493099
maruti celerio,2016,petrol,57563,chennai,hatchback,automatic,1,503229,FALSE,433099
maruti wagon r 1.0,2012,petrol,81727,chennai,hatchback,manual,1,348862,FALSE,313999
hyundai grand i10,2018,petrol,39847,chennai,hatchback,manual,1,500870,FALSE,435799
honda city,2010,petrol,79065,chennai,sedan,manual,1,457106,FALSE,401399
maruti swift dzire,2012,petrol,68292,chennai,sedan,manual,1,424699,FALSE,423499
hyundai elite i20,2018,diesel,33515,chennai,hatchback,manual,1,773016,FALSE,632399
maruti vitara brezza,2016,diesel,52128,chennai,suv,manual,1,819508,FALSE,672199
renault duster,2014,diesel,77398,chennai,suv,manual,1,542699,FALSE,542599
honda city,2018,petrol,33236,chennai,sedan,manual,1,966040,FALSE,844199
ford ecosport,2020,diesel,11520,chennai,suv,manual,1,1189426,FALSE,1106251
mahindra tuv300,2016,diesel,58384,chennai,suv,manual,1,825335,FALSE,676199
maruti swift,2017,petrol,57780,chennai,hatchback,manual,1,552009,FALSE,471199
renault kwid,2018,petrol,40049,chennai,hatchback,manual,1,433021,FALSE,359599
maruti alto k10,2011,petrol,53962,chennai,hatchback,manual,1,258399,FALSE,258299
maruti baleno,2018,petrol,47586,chennai,hatchback,manual,1,630299,FALSE,618199
maruti dzire,2018,petrol,61191,chennai,sedan,manual,1,745444,FALSE,595299
nissan micra,2018,petrol,44945,chennai,hatchback,automatic,1,547215,FALSE,503299
maruti swift dzire,2014,diesel,83907,chennai,sedan,manual,1,603340,FALSE,495799
honda brio,2012,petrol,83574,chennai,hatchback,manual,2,341475,FALSE,294599
hyundai verna,2018,petrol,26402,chennai,sedan,manual,2,1133090,FALSE,952599
renault kwid,2016,petrol,71785,chennai,hatchback,manual,1,304620,FALSE,296999
honda city,2013,petrol,74119,chennai,sedan,manual,2,556271,FALSE,529599
maruti dzire,2019,diesel,52600,chennai,sedan,manual,1,730800,FALSE,687899
honda city,2010,petrol,95673,chennai,sedan,automatic,1,410799,FALSE,410699
hyundai i10,2013,petrol,73447,chennai,hatchback,manual,1,396647,FALSE,344199
ford figo aspire,2018,diesel,43068,chennai,sedan,manual,1,629899,FALSE,629799
toyota etios liva,2011,petrol,72062,chennai,hatchback,manual,2,369571,FALSE,354199
hyundai i20,2010,petrol,84529,chennai,hatchback,manual,1,362536,FALSE,321999
maruti swift,2014,petrol,78309,chennai,hatchback,manual,1,461499,FALSE,461399
maruti a star,2009,petrol,82747,chennai,hatchback,manual,3,220553,FALSE,188399
ford ecosport,2013,diesel,84769,chennai,suv,manual,1,530195,FALSE,467099
maruti ertiga,2013,petrol,86720,chennai,suv,manual,1,651906,FALSE,554599
nissan sunny,2012,diesel,86555,chennai,sedan,manual,2,414485,FALSE,377099
toyota etios liva,2012,diesel,111086,chennai,hatchback,manual,1,435199,FALSE,435099
tata tiago,2018,petrol,38458,chennai,hatchback,manual,1,498899,FALSE,498799
maruti alto k10,2011,petrol,80046,chennai,hatchback,manual,1,259931,FALSE,257499
maruti a star,2013,petrol,72342,chennai,hatchback,automatic,2,279099,FALSE,278999
maruti dzire,2017,diesel,66343,chennai,sedan,automatic,1,728971,FALSE,629999
maruti swift,2013,diesel,88137,chennai,hatchback,manual,2,501025,FALSE,471099
maruti celerio,2014,petrol,73937,chennai,hatchback,manual,1,365500,FALSE,361399
bmw 3 series,2013,diesel,30470,chennai,luxury sedan,automatic,4,1435826,FALSE,1357842
maruti ertiga,2016,diesel,71271,chennai,suv,manual,1,892157,FALSE,736799
maruti alto 800,2013,petrol,84015,chennai,hatchback,manual,3,233999,FALSE,233899
hyundai i10,2013,petrol,92104,chennai,hatchback,manual,2,385781,FALSE,336899
maruti baleno,2018,diesel,71883,chennai,hatchback,manual,2,686715,FALSE,584399
honda amaze,2015,petrol,66632,chennai,sedan,manual,1,473100,FALSE,442999
hyundai i10,2008,petrol,106887,chennai,hatchback,manual,1,219089,FALSE,191299
volkswagen polo,2017,diesel,64360,chennai,hatchback,manual,2,574499,FALSE,574399
maruti swift dzire,2016,petrol,70349,chennai,sedan,manual,1,586017,FALSE,480699
maruti alto k10,2016,petrol,61676,chennai,hatchback,manual,1,329899,FALSE,329799
maruti swift,2016,diesel,91075,chennai,hatchback,manual,1,627192,FALSE,522899
honda wr-v,2017,diesel,87760,chennai,suv,manual,1,841663,FALSE,713699
skoda rapid,2016,diesel,89014,chennai,sedan,automatic,1,781590,FALSE,658799
toyota etios,2011,petrol,105407,chennai,sedan,manual,3,383499,FALSE,383399
skoda rapid,2016,diesel,84565,chennai,sedan,manual,1,675175,FALSE,568699
maruti swift,2016,diesel,87609,chennai,hatchback,manual,1,637763,FALSE,556899
hyundai i20,2011,diesel,114818,chennai,hatchback,manual,3,285900,FALSE,254799
hyundai elite i20,2015,petrol,76733,chennai,hatchback,manual,1,667579,FALSE,567699
maruti swift,2015,petrol,86119,chennai,hatchback,manual,2,478599,FALSE,478499
hyundai verna,2016,diesel,94162,chennai,sedan,manual,1,820690,FALSE,698599
volkswagen polo,2015,petrol,79721,chennai,hatchback,manual,1,534565,FALSE,483399
hyundai xcent,2014,petrol,82553,chennai,sedan,manual,1,411799,FALSE,411699
maruti swift,2018,petrol,58696,chennai,hatchback,manual,1,600365,FALSE,537299
maruti baleno,2017,diesel,78579,chennai,hatchback,manual,1,766640,FALSE,662799
maruti swift dzire,2013,diesel,95428,chennai,sedan,manual,1,494778,FALSE,462999
ford figo,2011,diesel,123397,chennai,hatchback,manual,1,263129,FALSE,239599
honda city,2012,petrol,113477,chennai,sedan,manual,1,495588,FALSE,446399
hyundai creta,2016,diesel,77407,chennai,suv,automatic,2,1053114,FALSE,885099
hyundai i10,2014,petrol,148169,chennai,hatchback,manual,1,388768,FALSE,368699
honda amaze,2014,diesel,106819,chennai,sedan,manual,1,475766,FALSE,442699
fiat grand punto,2013,diesel,117501,chennai,hatchback,manual,1,312721,FALSE,284399
honda city,2015,petrol,106311,chennai,sedan,manual,1,649340,FALSE,563599
maruti swift dzire,2013,petrol,105555,chennai,sedan,manual,2,464599,FALSE,464499
hyundai elite i20,2015,diesel,127636,chennai,hatchback,manual,1,569870,FALSE,490199
ford ecosport,2018,diesel,75227,chennai,suv,manual,1,719000,FALSE,712199
toyota innova,2015,diesel,98291,chennai,suv,manual,1,1380859,FALSE,1151196
toyota innova,2013,diesel,221916,chennai,suv,manual,1,1080140,FALSE,953699
volkswagen polo,2014,diesel,170685,chennai,hatchback,manual,2,438000,FALSE,363599
hyundai elite i20,2014,diesel,94127,chennai,hatchback,manual,1,649303,FALSE,607499
maruti wagon r 1.0,2014,petrol,114075,chennai,hatchback,manual,1,413352,FALSE,356299
renault duster,2014,diesel,113857,chennai,suv,manual,2,601624,FALSE,559499
hyundai santro xing,2011,petrol,170829,chennai,hatchback,manual,1,267980,FALSE,250799
toyota innova,2014,diesel,123683,chennai,suv,manual,1,1328631,FALSE,1096757
hyundai creta,2016,petrol,182203,chennai,suv,manual,1,762040,FALSE,614099
toyota innova,2010,diesel,323286,chennai,suv,manual,1,743640,FALSE,704599
honda city,2011,petrol,148572,chennai,sedan,manual,1,419280,FALSE,408799
mercedes benz a class,2014,diesel,42128,chennai,luxury sedan,manual,3,917399,FALSE,917299
maruti swift dzire,2013,diesel,199017,chennai,sedan,manual,1,475440,FALSE,413499
toyota etios liva,2016,petrol,19025,chennai,hatchback,manual,1,490699,FALSE,486199
tata bolt,2016,petrol,26704,chennai,hatchback,manual,1,367800,FALSE,310199
maruti alto 800,2013,petrol,26489,chennai,hatchback,manual,1,264498,FALSE,251299
maruti alto,2011,petrol,9924,chennai,hatchback,manual,1,287599,FALSE,287499
hyundai i10,2010,petrol,32553,chennai,hatchback,manual,1,288599,FALSE,280599
hyundai grand i10,2018,petrol,21672,chennai,hatchback,manual,2,547699,FALSE,536799
maruti wagon r 1.0,2018,petrol,16640,chennai,hatchback,automatic,1,515499,FALSE,502699
volkswagen polo,2011,petrol,57897,chennai,hatchback,manual,1,360599,FALSE,340999
maruti swift,2016,petrol,36992,chennai,hatchback,manual,1,557999,FALSE,542999
renault kwid,2015,petrol,20852,chennai,hatchback,manual,1,363745,FALSE,319199
maruti alto,2012,petrol,40124,chennai,hatchback,manual,2,261330,FALSE,214399
maruti alto 800,2014,petrol,29878,chennai,hatchback,manual,1,265099,FALSE,264999
honda brio,2013,petrol,38927,chennai,hatchback,manual,2,372460,FALSE,317199
hyundai eon,2014,petrol,22373,chennai,hatchback,manual,1,314899,FALSE,314799
maruti alto,2011,petrol,40146,chennai,hatchback,manual,1,226320,FALSE,197799
tata nano,2014,petrol,35971,chennai,hatchback,manual,1,142351,FALSE,131099
maruti eeco,2019,petrol,6840,chennai,suv,manual,1,489999,FALSE,486699
maruti swift,2017,petrol,30276,chennai,hatchback,manual,1,649853,FALSE,549999
hyundai i10,2016,petrol,26280,chennai,hatchback,manual,1,437399,FALSE,422499
maruti celerio,2016,petrol,30672,chennai,hatchback,manual,1,453756,FALSE,388099
maruti alto k10,2013,petrol,16288,chennai,hatchback,manual,2,312299,FALSE,312199
maruti eeco,2018,petrol,6145,chennai,suv,manual,1,442099,FALSE,441999
hyundai i10,2009,petrol,40583,chennai,hatchback,manual,2,262899,FALSE,250699
maruti wagon r 1.0,2014,petrol,24663,chennai,hatchback,manual,1,445998,FALSE,393999
hyundai santro xing,2011,petrol,22390,chennai,hatchback,manual,1,278199,FALSE,270699
maruti alto 800,2015,petrol,22321,chennai,hatchback,manual,1,315999,FALSE,315899
hyundai i20,2014,petrol,33697,chennai,hatchback,manual,2,453099,FALSE,452999
datsun redi go,2017,petrol,20078,chennai,hatchback,manual,1,311640,FALSE,266499
hyundai i10,2013,petrol,27553,chennai,hatchback,manual,1,421935,FALSE,387099
maruti swift,2013,petrol,51049,chennai,hatchback,manual,1,478272,FALSE,408099
maruti ertiga,2017,petrol,9545,chennai,suv,manual,2,763806,FALSE,748999
maruti swift,2013,petrol,50383,chennai,hatchback,manual,2,478149,FALSE,415399
maruti ignis,2018,petrol,15813,chennai,hatchback,manual,1,648198,FALSE,535899
maruti alto 800,2014,petrol,21415,chennai,hatchback,manual,1,281399,FALSE,276599
hyundai eon,2015,petrol,40102,chennai,hatchback,manual,1,313899,FALSE,313799
maruti swift,2014,petrol,3600,chennai,hatchback,manual,1,475699,FALSE,466599
maruti swift,2011,diesel,62313,chennai,hatchback,manual,2,429662,FALSE,374199
maruti alto 800,2013,petrol,42818,chennai,hatchback,manual,2,298426,FALSE,250899
maruti swift dzire,2013,diesel,52020,chennai,sedan,manual,1,455299,FALSE,433599
tata bolt,2014,petrol,42714,chennai,hatchback,manual,3,404599,FALSE,404499
hyundai verna,2011,petrol,43482,chennai,sedan,manual,2,449583,FALSE,426799
ford ecosport,2015,petrol,30005,chennai,suv,automatic,2,610099,FALSE,604399
hyundai santro xing,2010,petrol,54304,chennai,hatchback,manual,2,272799,FALSE,272699
volkswagen polo,2015,petrol,39268,chennai,hatchback,manual,1,550895,FALSE,481899
volkswagen polo,2019,petrol,14298,chennai,hatchback,manual,1,666500,FALSE,659199
maruti alto k10,2014,petrol,41920,chennai,hatchback,manual,1,355194,FALSE,296399
hyundai santro xing,2009,petrol,35563,chennai,hatchback,manual,2,249544,FALSE,226999
honda brio,2012,petrol,52500,chennai,hatchback,manual,1,387384,FALSE,331799
maruti wagon r duo,2007,petrol & lpg,51247,chennai,hatchback,manual,2,193802,FALSE,170899
hyundai xcent,2014,petrol,49631,chennai,sedan,manual,1,478920,FALSE,405299
maruti wagon r 1.0,2015,petrol,45929,chennai,hatchback,manual,1,418899,FALSE,415299
maruti alto,2011,petrol,57621,chennai,hatchback,manual,2,255099,FALSE,254999
maruti alto k10,2012,petrol,29797,chennai,hatchback,manual,1,257499,FALSE,250899
hyundai eon,2016,petrol,31977,chennai,hatchback,manual,1,338799,FALSE,338699
maruti ertiga,2015,petrol,32155,chennai,suv,manual,1,686299,FALSE,686199
maruti ritz,2011,petrol,58747,chennai,hatchback,manual,1,325214,FALSE,283199
mahindra tuv300,2016,diesel,19025,chennai,suv,manual,1,857493,FALSE,720399
ford figo aspire,2018,petrol,20192,chennai,sedan,manual,1,638499,FALSE,622199
maruti ciaz,2016,diesel,41753,chennai,sedan,manual,2,632469,FALSE,535099
maruti swift,2018,petrol,23096,chennai,hatchback,automatic,1,749817,FALSE,644599
honda amaze,2019,petrol,8200,chennai,sedan,manual,1,653799,FALSE,653699
maruti wagon r 1.0,2012,petrol,60795,chennai,hatchback,manual,1,372994,FALSE,310999
maruti celerio,2018,petrol,25829,chennai,hatchback,automatic,1,495899,FALSE,480199
volkswagen polo,2013,petrol,64452,chennai,hatchback,manual,1,511273,FALSE,430099
hyundai eon,2013,petrol,57322,chennai,hatchback,manual,1,289999,FALSE,277499
tata nano,2014,petrol,43608,chennai,hatchback,manual,2,141099,FALSE,135299
honda jazz,2016,petrol,46944,chennai,hatchback,manual,1,583256,FALSE,501299
maruti swift,2017,petrol,40281,chennai,hatchback,manual,1,535800,FALSE,534699
maruti swift,2012,diesel,67338,chennai,hatchback,manual,2,374899,FALSE,374799
hyundai i10,2011,petrol,54326,chennai,hatchback,automatic,2,329499,FALSE,315999
hyundai i10,2010,petrol,41284,chennai,hatchback,manual,2,280050,FALSE,243399
ford figo,2013,petrol,27165,chennai,hatchback,manual,1,323399,FALSE,323299
hyundai verna,2013,petrol,67799,chennai,sedan,automatic,2,544570,FALSE,464999
volkswagen polo,2015,petrol,57417,chennai,hatchback,manual,2,570848,FALSE,494799
hyundai eon,2016,petrol,36936,chennai,hatchback,manual,1,311899,FALSE,311799
hyundai elite i20,2014,petrol,45297,chennai,hatchback,manual,2,492299,FALSE,492199
hyundai eon,2012,petrol,71785,chennai,hatchback,manual,2,275789,FALSE,237399
ford new figo,2016,diesel,48742,chennai,hatchback,manual,1,460699,FALSE,460599
hyundai i10,2010,petrol,39550,chennai,hatchback,manual,1,296299,FALSE,296199
maruti swift,2014,petrol,66729,chennai,hatchback,manual,1,502774,FALSE,416499
volkswagen polo,2015,petrol,44193,chennai,hatchback,manual,2,518699,FALSE,518599
maruti swift,2013,diesel,67474,chennai,hatchback,manual,1,496386,FALSE,428099
maruti wagon r 1.0,2015,petrol,56386,chennai,hatchback,manual,1,423960,FALSE,363399
maruti alto,2007,petrol,49180,chennai,hatchback,manual,1,171580,FALSE,160599
maruti s cross,2017,diesel,20478,chennai,suv,manual,1,928703,FALSE,770499
maruti wagon r 1.0,2017,petrol,44126,chennai,hatchback,automatic,2,391299,FALSE,391199
hyundai eon,2014,petrol,43686,chennai,hatchback,manual,2,301051,FALSE,272699
maruti celerio,2015,petrol,59398,chennai,hatchback,automatic,2,402799,FALSE,402699
volkswagen polo,2016,diesel,49984,chennai,hatchback,manual,1,729539,FALSE,598599
maruti swift dzire,2012,diesel,68873,chennai,sedan,manual,1,515983,FALSE,451099
maruti swift,2019,petrol,6240,chennai,hatchback,manual,1,680802,FALSE,637099
ford ecosport,2018,diesel,86881,chennai,suv,manual,1,929116,FALSE,764199
maruti baleno,2017,petrol,47186,chennai,hatchback,manual,2,577099,FALSE,576999
fiat grand punto,2014,diesel,63424,chennai,hatchback,manual,2,290599,FALSE,289599
hyundai i20,2011,diesel,74931,chennai,hatchback,manual,2,341499,FALSE,338299
maruti eeco,2018,petrol,34144,chennai,suv,manual,1,472166,FALSE,388099
tata zest,2014,petrol,62813,chennai,sedan,manual,1,386520,FALSE,345999
ford ecosport,2015,petrol,67909,chennai,suv,automatic,1,695628,FALSE,590299
hyundai elite i20,2017,petrol,58193,chennai,hatchback,manual,1,703410,FALSE,587299
honda jazz,2019,petrol,16519,chennai,hatchback,manual,1,821840,FALSE,698799
volkswagen polo,2012,petrol,50019,chennai,hatchback,manual,2,381799,FALSE,381699
maruti swift,2016,petrol,51487,chennai,hatchback,manual,1,558370,FALSE,535399
maruti ertiga,2017,diesel,37958,chennai,suv,manual,1,909123,FALSE,887699
hyundai i10,2009,petrol,71005,chennai,hatchback,manual,1,260199,FALSE,248999
maruti celerio,2019,petrol,31567,chennai,hatchback,manual,1,572706,FALSE,491899
maruti baleno,2016,petrol,61435,chennai,hatchback,manual,1,557499,FALSE,557399
hyundai i10,2010,petrol,69119,chennai,hatchback,manual,1,289709,FALSE,255299
hyundai xcent,2018,petrol,38836,chennai,sedan,manual,1,546870,FALSE,483299
maruti ertiga,2017,diesel,15074,chennai,suv,manual,1,1068934,FALSE,928999
mahindra tuv300,2018,diesel,20045,chennai,suv,manual,1,774399,FALSE,774299
maruti dzire,2017,diesel,55478,chennai,sedan,manual,1,628699,FALSE,626999
maruti vitara brezza,2016,diesel,62482,chennai,suv,manual,1,745199,FALSE,738199
hyundai santro xing,2011,petrol & lpg,90676,chennai,hatchback,manual,2,217199,FALSE,209099
honda amaze,2014,diesel,83373,chennai,sedan,manual,1,496270,FALSE,453299
maruti ciaz,2015,petrol,59361,chennai,sedan,manual,2,569499,FALSE,569399
ford figo,2010,petrol,77577,chennai,hatchback,manual,3,222299,FALSE,222199
hyundai grand i10,2014,petrol,110322,chennai,hatchback,manual,1,379999,FALSE,376499
maruti swift,2018,diesel,35831,chennai,hatchback,automatic,1,875362,FALSE,720199
maruti alto k10,2013,petrol,68748,chennai,hatchback,manual,1,320661,FALSE,282299
hyundai grand i10,2018,petrol,54187,chennai,hatchback,manual,1,546299,FALSE,546199
maruti wagon r 1.0,2017,petrol,82239,chennai,hatchback,manual,1,455699,FALSE,436699
hyundai elite i20,2015,petrol,78971,chennai,hatchback,manual,3,579499,FALSE,559799
toyota etios liva,2012,diesel,107029,chennai,hatchback,manual,1,390599,FALSE,383599
jeep compass,2017,diesel,24303,chennai,luxury suv,manual,1,1607312,FALSE,1576608
skoda rapid,2018,diesel,36968,chennai,sedan,automatic,1,973517,FALSE,951499
hyundai i10,2009,petrol,60648,chennai,hatchback,manual,1,261057,FALSE,249599
maruti swift dzire,2015,petrol,95389,chennai,sedan,manual,1,526499,FALSE,523199
mahindra tuv300,2016,diesel,82252,chennai,suv,manual,1,741551,FALSE,646899
hyundai creta,2016,petrol,76727,chennai,suv,manual,1,789399,FALSE,789299
volkswagen polo,2015,petrol,80720,chennai,hatchback,manual,2,439862,FALSE,436599
maruti alto 800,2016,petrol,59197,chennai,hatchback,manual,1,313699,FALSE,313599
maruti celerio,2015,petrol,64404,chennai,hatchback,automatic,1,466711,FALSE,394999
renault kwid,2016,petrol,89541,chennai,hatchback,manual,1,322299,FALSE,322199
honda jazz,2015,petrol,81461,chennai,hatchback,automatic,2,594328,FALSE,499099
maruti ciaz,2017,diesel,93258,chennai,sedan,manual,1,772430,FALSE,647299
volkswagen polo,2013,diesel,102496,chennai,hatchback,manual,2,378330,FALSE,356099
volkswagen ameo,2017,petrol,48014,chennai,sedan,manual,1,498199,FALSE,498099
