car_name,yr_mfr,fuel_type,kms_run,city,body_type,transmission,total_owners,original_price,warranty_avail,sale_price
maruti alto,2010,petrol,30754,new delhi,hatchback,manual,1,213836,FALSE,172999
maruti swift,2012,diesel,39099,new delhi,hatchback,manual,1,353400,FALSE,293999
maruti baleno,2016,petrol,16906,new delhi,hatchback,manual,1,650784,FALSE,512499
maruti swift dzire,2012,diesel,42478,new delhi,sedan,manual,2,358099,FALSE,345599
maruti alto k10,2012,petrol,35139,new delhi,hatchback,manual,2,262273,FALSE,201699
hyundai elite i20,2017,petrol,21951,new delhi,hatchback,manual,1,580914,FALSE,563799
maruti ritz,2013,diesel,54237,new delhi,hatchback,manual,1,286056,FALSE,251199
hyundai grand i10,2017,petrol,16337,new delhi,hatchback,manual,1,406500,FALSE,394399
maruti eeco,2018,petrol & cng,22957,new delhi,suv,manual,1,368999,FALSE,357799
maruti alto 800,2018,petrol,5851,new delhi,hatchback,manual,1,390854,FALSE,315099
maruti alto,2020,petrol,5644,new delhi,hatchback,manual,1,446075,FALSE,347299
maruti swift dzire,2012,diesel,47253,new delhi,sedan,manual,1,427905,FALSE,329599
honda brio,2015,petrol,41175,new delhi,hatchback,manual,2,346028,FALSE,345399
hyundai eon,2014,petrol,44012,new delhi,hatchback,manual,1,221929,FALSE,214299
volkswagen polo,2013,diesel,46949,new delhi,hatchback,manual,1,374121,FALSE,360399
maruti swift,2011,petrol,28153,new delhi,hatchback,manual,1,287038,FALSE,282799
maruti swift,2014,petrol,46001,new delhi,hatchback,manual,2,425502,FALSE,349799
maruti alto 800,2014,petrol,37134,new delhi,hatchback,manual,1,346532,FALSE,264499
honda city,2011,petrol,56073,new delhi,sedan,manual,1,349602,FALSE,344999
maruti swift,2013,diesel,49117,new delhi,hatchback,manual,1,410620,FALSE,335399
maruti swift dzire,2012,diesel,49510,new delhi,sedan,manual,1,366438,FALSE,346899
maruti swift,2014,diesel,28652,new delhi,hatchback,manual,1,483940,FALSE,380599
maruti ciaz,2015,diesel,38464,new delhi,sedan,manual,1,566324,FALSE,558699
maruti ritz,2010,petrol,41832,new delhi,hatchback,manual,1,332617,FALSE,266599
hyundai i10,2009,petrol,34845,new delhi,hatchback,manual,1,227529,FALSE,187999
maruti alto 800,2014,petrol,42796,new delhi,hatchback,manual,1,248210,FALSE,247199
hyundai elite i20,2015,petrol,34254,new delhi,hatchback,manual,1,472975,FALSE,465299
honda brio,2012,petrol,48710,new delhi,hatchback,manual,1,338062,FALSE,265299
maruti swift dzire,2013,diesel,42679,new delhi,sedan,manual,1,465640,FALSE,351799
maruti baleno,2017,petrol,27073,new delhi,hatchback,manual,1,708040,FALSE,566199
maruti ritz,2010,petrol,55003,new delhi,hatchback,manual,1,196999,FALSE,191399
maruti celerio,2016,petrol,43386,new delhi,hatchback,automatic,1,447096,FALSE,361499
hyundai grand i10,2014,petrol,53663,new delhi,hatchback,manual,2,332972,FALSE,325099
maruti alto 800,2018,petrol,19748,new delhi,hatchback,manual,1,264999,FALSE,262499
honda brio,2015,petrol,52427,new delhi,hatchback,manual,1,368199,FALSE,354199
maruti swift dzire,2012,diesel,61164,new delhi,sedan,manual,1,322584,FALSE,321499
maruti swift,2013,diesel,47738,new delhi,hatchback,manual,1,323449,FALSE,311599
maruti alto 800,2018,petrol,23900,new delhi,hatchback,manual,1,293900,FALSE,290599
renault kwid,2019,petrol,14473,new delhi,hatchback,manual,1,362004,FALSE,354199
renault kwid,2016,petrol,50698,new delhi,hatchback,manual,1,301463,FALSE,249899
maruti alto,2009,petrol,39300,new delhi,hatchback,manual,1,182053,FALSE,136099
maruti vitara brezza,2016,diesel,29262,new delhi,suv,manual,1,691351,FALSE,665099
maruti swift,2015,diesel,46856,new delhi,hatchback,manual,1,523467,FALSE,406399
maruti swift dzire,2012,diesel,56552,new delhi,sedan,manual,1,341700,FALSE,320799
hyundai grand i10,2018,petrol,24808,new delhi,hatchback,manual,1,481099,FALSE,470299
maruti wagon r 1.0,2017,petrol,42709,new delhi,hatchback,manual,1,356082,FALSE,347399
maruti wagon r 1.0,2017,petrol,39458,new delhi,hatchback,manual,1,428874,FALSE,347899
hyundai grand i10,2016,petrol,57749,new delhi,hatchback,manual,1,458930,TRUE,393599
maruti swift,2015,diesel,54409,new delhi,hatchback,manual,1,477381,TRUE,412399
maruti vitara brezza,2016,diesel,37767,new delhi,suv,manual,1,831380,FALSE,666499
honda jazz,2012,petrol,51369,new delhi,hatchback,manual,2,291821,FALSE,291199
maruti swift dzire,2012,diesel,57730,new delhi,sedan,manual,1,426724,FALSE,326199
hyundai i10,2015,petrol,50367,new delhi,hatchback,manual,1,303299,FALSE,292699
toyota etios liva,2012,diesel,61443,new delhi,hatchback,manual,1,410740,FALSE,323099
hyundai grand i10,2014,petrol,61465,new delhi,hatchback,manual,1,449703,FALSE,366199
hyundai grand i10,2014,petrol,59731,new delhi,hatchback,manual,1,420962,FALSE,352199
maruti alto,2012,petrol,74046,new delhi,hatchback,manual,1,187995,FALSE,177699
maruti ciaz,2016,petrol,39122,new delhi,sedan,manual,1,782990,FALSE,643199
toyota etios liva,2012,diesel,68582,new delhi,hatchback,manual,1,349296,FALSE,267599
maruti alto k10,2016,petrol,34487,new delhi,hatchback,manual,1,298799,FALSE,294299
maruti ritz,2015,diesel,64475,new delhi,hatchback,manual,1,381948,FALSE,301599
maruti alto k10,2017,petrol,36929,new delhi,hatchback,manual,2,284472,FALSE,268199
maruti vitara brezza,2019,diesel,14151,new delhi,suv,manual,2,792979,FALSE,756999
maruti alto k10,2017,petrol,34381,new delhi,hatchback,manual,1,303014,FALSE,297699
hyundai elite i20,2018,petrol,26548,new delhi,hatchback,manual,2,604516,TRUE,505999
maruti ertiga,2013,diesel,51981,new delhi,suv,manual,1,492724,FALSE,470499
hyundai elite i20,2015,petrol,59466,new delhi,hatchback,manual,1,547436,FALSE,528399
volkswagen polo,2016,petrol,66519,new delhi,hatchback,manual,2,355530,FALSE,341999
hyundai grand i10,2017,diesel,65993,new delhi,hatchback,manual,1,432212,FALSE,407299
volkswagen polo,2015,petrol,55561,new delhi,hatchback,manual,1,489990,FALSE,400499
honda brio,2012,petrol,51551,new delhi,hatchback,manual,1,283499,FALSE,276799
hyundai elite i20,2015,diesel,58080,new delhi,hatchback,manual,2,565700,TRUE,526699
mahindra xuv500,2015,diesel,47357,new delhi,luxury suv,manual,2,888632,FALSE,739699
maruti vitara brezza,2017,diesel,39891,new delhi,suv,manual,3,616842,FALSE,601299
maruti swift dzire,2012,diesel,95472,new delhi,sedan,manual,1,349740,FALSE,295099
maruti baleno,2016,diesel,43702,new delhi,hatchback,manual,1,608516,TRUE,500499
maruti vitara brezza,2016,diesel,42210,new delhi,suv,manual,2,693275,FALSE,655399
maruti swift,2015,diesel,63642,new delhi,hatchback,manual,1,411400,FALSE,401199
maruti swift dzire,2012,diesel,68930,new delhi,sedan,manual,1,371700,FALSE,312499
hyundai verna,2013,petrol,82296,new delhi,sedan,manual,2,487895,FALSE,476099
maruti swift,2014,diesel,64031,new delhi,hatchback,manual,1,455816,FALSE,411299
renault kwid,2016,petrol,27806,new delhi,hatchback,manual,2,293049,FALSE,270399
maruti s cross,2015,diesel,62123,new delhi,suv,manual,1,570099,FALSE,563899
maruti swift dzire,2009,petrol,48058,new delhi,sedan,manual,1,230599,FALSE,222499
maruti vitara brezza,2019,diesel,32575,new delhi,suv,manual,1,789304,FALSE,739599
maruti vitara brezza,2016,diesel,58586,new delhi,suv,manual,1,689265,FALSE,572299
maruti celerio,2015,petrol,64935,new delhi,hatchback,automatic,1,362899,FALSE,360199
maruti swift dzire,2012,diesel,72105,new delhi,sedan,manual,1,478902,FALSE,374999
toyota etios liva,2013,diesel,67401,new delhi,hatchback,manual,1,361940,FALSE,311399
maruti swift dzire,2013,diesel,69171,new delhi,sedan,manual,1,347999,FALSE,347199
maruti swift dzire,2012,diesel,75435,new delhi,sedan,manual,1,316838,FALSE,307699
maruti vitara brezza,2017,diesel,36073,new delhi,suv,manual,1,794500,FALSE,754799
maruti baleno,2017,petrol,82917,new delhi,hatchback,manual,1,472099,FALSE,458399
maruti swift dzire,2013,diesel,62602,new delhi,sedan,manual,1,433983,FALSE,345799
hyundai creta,2015,petrol,58072,new delhi,suv,manual,1,756565,FALSE,738899
hyundai grand i10,2014,petrol,64201,new delhi,hatchback,manual,1,372500,FALSE,367199
hyundai creta,2015,petrol,24519,new delhi,suv,manual,2,806430,FALSE,783299
hyundai elite i20,2015,petrol,56205,new delhi,hatchback,manual,1,574170,FALSE,476499
maruti swift dzire,2008,petrol,110793,new delhi,sedan,manual,1,177199,FALSE,169899
hyundai i10,2010,petrol,35644,new delhi,hatchback,manual,1,311247,FALSE,292699
renault kwid,2016,petrol,71565,new delhi,hatchback,manual,1,264146,FALSE,259699
maruti celerio,2015,diesel,73484,new delhi,hatchback,manual,2,332904,FALSE,248899
honda brio,2015,petrol,71317,new delhi,hatchback,manual,3,362691,FALSE,271199
maruti vitara brezza,2019,diesel,15424,new delhi,suv,manual,1,844898,FALSE,807899
maruti swift dzire,2014,petrol,68299,new delhi,sedan,manual,1,381599,FALSE,380699
renault kwid,2017,petrol,32036,new delhi,hatchback,manual,1,342420,FALSE,296299
maruti swift dzire,2013,diesel,72772,new delhi,sedan,manual,1,297297,FALSE,289799
maruti vitara brezza,2016,diesel,58078,new delhi,suv,manual,1,713424,FALSE,689499
maruti alto,2010,petrol,70239,new delhi,hatchback,manual,1,188025,FALSE,152499
honda amaze,2015,petrol,62045,new delhi,sedan,manual,1,472849,FALSE,449799
honda city,2014,diesel,69029,new delhi,sedan,manual,1,539900,FALSE,433699
maruti wagon r 1.0,2014,petrol,53232,new delhi,hatchback,manual,1,337265,FALSE,293199
maruti swift,2012,diesel,84352,new delhi,hatchback,manual,1,338893,FALSE,326799
maruti eeco,2017,petrol & cng,40514,new delhi,suv,manual,2,350130,FALSE,304599
hyundai i10,2011,petrol,66492,new delhi,hatchback,manual,1,269599,FALSE,258999
renault duster,2013,diesel,68742,new delhi,suv,manual,1,472966,FALSE,411099
maruti zen estilo,2008,petrol,77954,new delhi,hatchback,manual,2,147668,FALSE,131999
maruti swift dzire,2014,diesel,66906,new delhi,sedan,manual,2,398599,FALSE,391899
maruti ritz,2012,diesel,80575,new delhi,hatchback,manual,2,276420,FALSE,239199
hyundai elite i20,2015,diesel,78343,new delhi,hatchback,manual,1,569072,FALSE,458499
maruti swift,2015,diesel,82293,new delhi,hatchback,manual,2,410665,FALSE,393199
maruti alto,2008,petrol,81636,new delhi,hatchback,manual,1,141694,FALSE,124999
honda brio,2013,petrol,71184,new delhi,hatchback,manual,2,334305,FALSE,289699
hyundai creta,2016,diesel,59001,new delhi,suv,automatic,1,848972,FALSE,791599
toyota etios,2012,diesel,80949,new delhi,sedan,manual,1,328407,FALSE,275599
renault duster,2014,diesel,67522,new delhi,suv,manual,2,449677,FALSE,409499
skoda rapid,2013,diesel,65866,new delhi,sedan,manual,1,419209,FALSE,370299
hyundai eon,2013,petrol,60032,new delhi,hatchback,manual,1,255961,FALSE,229399
maruti vitara brezza,2018,diesel,40769,new delhi,suv,manual,1,925071,FALSE,736299
maruti swift dzire,2015,diesel,87852,new delhi,sedan,manual,1,451490,FALSE,380099
toyota innova,2013,diesel,69047,new delhi,suv,manual,1,652519,FALSE,620899
maruti ritz,2010,petrol,114109,new delhi,hatchback,manual,1,228370,FALSE,182099
maruti vitara brezza,2019,diesel,38213,new delhi,suv,manual,1,827037,FALSE,785999
maruti swift,2012,diesel,80936,new delhi,hatchback,manual,1,395734,FALSE,312699
maruti alto 800,2017,petrol & cng,115676,new delhi,hatchback,manual,1,308994,FALSE,279999
maruti vitara brezza,2016,diesel,67345,new delhi,suv,manual,1,613909,FALSE,612299
maruti ciaz,2017,diesel,60966,new delhi,sedan,manual,1,735180,FALSE,602499
honda jazz,2009,petrol,75136,new delhi,hatchback,manual,2,248301,FALSE,218299
maruti swift dzire,2012,petrol,86270,new delhi,sedan,manual,1,304499,FALSE,304199
hyundai creta,2018,diesel,65305,new delhi,suv,automatic,1,1597540,FALSE,1281789
maruti swift dzire,2013,diesel,76300,new delhi,sedan,manual,1,445635,FALSE,356699
hyundai creta,2017,diesel,41558,new delhi,suv,automatic,1,1108032,FALSE,1047974
renault duster,2013,diesel,78090,new delhi,suv,manual,1,424438,FALSE,340199
maruti vitara brezza,2019,diesel,35428,new delhi,suv,manual,1,847585,FALSE,797699
maruti swift,2013,diesel,70684,new delhi,hatchback,manual,1,429211,FALSE,358099
maruti eeco,2017,petrol & cng,100534,new delhi,suv,manual,1,366796,TRUE,311899
honda jazz,2015,petrol,87341,new delhi,hatchback,automatic,2,468199,FALSE,454799
hyundai i20,2012,petrol,80206,new delhi,hatchback,manual,1,370351,FALSE,310899
maruti swift dzire,2012,diesel,81509,new delhi,sedan,manual,1,416840,FALSE,321199
maruti alto 800,2013,petrol,74820,new delhi,hatchback,manual,1,223199,FALSE,223099
ford ecosport,2019,diesel,18721,new delhi,suv,manual,1,1153584,FALSE,937399
mahindra nuvosport,2016,diesel,100131,new delhi,suv,manual,1,412299,FALSE,407499
maruti vitara brezza,2016,diesel,70187,new delhi,suv,manual,1,638475,FALSE,623699
toyota innova crysta,2017,diesel,87721,new delhi,suv,manual,1,1379176,FALSE,1331178
toyota etios liva,2012,diesel,94952,new delhi,hatchback,manual,1,302160,FALSE,258799
honda city,2011,petrol,104139,new delhi,sedan,manual,1,305899,FALSE,298699
honda wr-v,2017,diesel,79597,new delhi,suv,manual,1,562199,FALSE,560599
mahindra thar,2018,diesel,51456,new delhi,suv,manual,1,923930,FALSE,760799
honda city,2013,petrol,86487,new delhi,sedan,manual,2,421706,FALSE,414499
maruti swift,2015,diesel,86567,new delhi,hatchback,manual,1,465552,FALSE,393999
maruti swift,2012,diesel,95613,new delhi,hatchback,manual,1,310975,FALSE,307799
maruti swift dzire,2010,petrol,84445,new delhi,sedan,manual,1,296206,FALSE,267499
hyundai verna,2012,diesel,88559,new delhi,sedan,manual,1,529487,FALSE,424499
maruti vitara brezza,2018,diesel,50930,new delhi,suv,manual,1,676099,FALSE,668999
maruti vitara brezza,2018,diesel,57619,new delhi,suv,manual,1,870847,FALSE,678799
maruti ritz,2013,diesel,76553,new delhi,hatchback,manual,1,332540,FALSE,293999
toyota corolla altis,2018,petrol,52819,new delhi,luxury sedan,automatic,1,1463175,FALSE,1387940
maruti vitara brezza,2018,diesel,44061,new delhi,suv,manual,1,746249,FALSE,738999
hyundai creta,2017,diesel,80682,new delhi,suv,automatic,1,1273779,FALSE,1042419
maruti swift,2015,diesel,76042,new delhi,hatchback,manual,1,440527,FALSE,437999
maruti swift,2011,petrol,83626,new delhi,hatchback,manual,1,342732,FALSE,303599
maruti dzire,2017,diesel,80717,new delhi,sedan,automatic,1,731357,FALSE,593799
hyundai verna,2012,petrol,109400,new delhi,sedan,manual,2,430376,FALSE,372099
maruti ciaz,2016,petrol,75533,new delhi,sedan,manual,1,608547,FALSE,580899
maruti swift,2015,diesel,85551,new delhi,hatchback,manual,1,509734,FALSE,437699
maruti swift,2015,diesel,80212,new delhi,hatchback,manual,1,500222,FALSE,397499
mahindra scorpio,2014,diesel,64935,new delhi,suv,manual,1,864890,FALSE,831399
mahindra xuv500,2015,diesel,49845,new delhi,luxury suv,manual,2,942536,FALSE,902799
maruti ciaz,2016,diesel,102888,new delhi,sedan,manual,1,647682,FALSE,515199
honda city,2010,petrol,117859,new delhi,sedan,manual,1,363305,FALSE,296199
maruti vitara brezza,2016,diesel,78346,new delhi,suv,manual,1,654007,FALSE,617899
toyota corolla altis,2016,petrol,68907,new delhi,luxury sedan,automatic,2,946525,FALSE,910099
maruti ertiga,2013,diesel,86148,new delhi,suv,manual,2,468834,FALSE,456999
maruti swift dzire,2014,diesel,79282,new delhi,sedan,manual,1,493179,FALSE,424299
mahindra scorpio,2015,diesel,75248,new delhi,suv,manual,1,915094,FALSE,774799
maruti ritz,2013,diesel,97984,new delhi,hatchback,manual,1,228400,FALSE,220299
maruti swift,2012,diesel,102024,new delhi,hatchback,manual,1,373252,FALSE,302699
maruti swift dzire,2013,diesel,79248,new delhi,sedan,manual,2,443369,FALSE,359699
maruti swift,2013,diesel,100033,new delhi,hatchback,manual,1,358915,FALSE,293399
toyota etios liva,2012,diesel,82756,new delhi,hatchback,manual,2,293086,FALSE,229699
mahindra tuv300,2015,diesel,90145,new delhi,suv,manual,1,561610,FALSE,462099
maruti swift,2014,diesel,91630,new delhi,hatchback,manual,1,490706,FALSE,409299
maruti swift dzire,2014,diesel,95770,new delhi,sedan,manual,1,464293,FALSE,387599
maruti swift,2012,diesel,112723,new delhi,hatchback,manual,1,380372,FALSE,294299
toyota innova,2015,diesel,73147,new delhi,suv,manual,2,925156,FALSE,911199
maruti swift dzire,2014,diesel,89500,new delhi,sedan,manual,1,335700,FALSE,327899
toyota etios liva,2012,diesel,124471,new delhi,hatchback,manual,1,275205,FALSE,272699
maruti swift dzire,2014,diesel,83070,new delhi,sedan,manual,2,428480,FALSE,327399
maruti swift dzire,2012,petrol,101605,new delhi,sedan,manual,1,337540,FALSE,298599
toyota etios liva,2013,diesel,97735,new delhi,hatchback,manual,1,393660,FALSE,317999
hyundai elite i20,2015,diesel,76329,new delhi,hatchback,manual,1,477492,FALSE,457399
maruti ciaz,2017,diesel,95366,new delhi,sedan,manual,1,712280,FALSE,550799
maruti swift dzire,2014,diesel,98400,new delhi,sedan,manual,1,443627,FALSE,358599
maruti baleno,2016,diesel,107803,new delhi,hatchback,manual,1,648780,FALSE,526799
maruti s cross,2017,diesel,86066,new delhi,suv,manual,1,1105510,FALSE,910399
honda city,2008,petrol,113355,new delhi,sedan,manual,1,276540,FALSE,236699
honda city,2009,petrol,125179,new delhi,sedan,manual,1,216599,FALSE,208299
mahindra xuv500,2015,diesel,84778,new delhi,luxury suv,manual,2,802580,FALSE,742499
maruti swift,2015,diesel,91461,new delhi,hatchback,manual,1,545171,FALSE,427899
maruti swift,2015,diesel,96266,new delhi,hatchback,manual,1,542761,FALSE,418499
volkswagen vento,2013,diesel,95866,new delhi,sedan,manual,1,400341,FALSE,327499
volkswagen polo,2011,petrol,110291,new delhi,hatchback,manual,2,247620,FALSE,231299
maruti swift,2015,diesel,122762,new delhi,hatchback,manual,1,411725,FALSE,396699
hyundai i20,2013,diesel,113692,new delhi,hatchback,manual,2,307208,FALSE,271399
mahindra xuv500,2013,diesel,90510,new delhi,luxury suv,manual,1,562700,FALSE,478599
hyundai i20,2011,petrol,114657,new delhi,hatchback,manual,1,276002,FALSE,249299
hyundai elite i20,2015,petrol,101538,new delhi,hatchback,manual,2,598122,FALSE,474999
toyota corolla altis,2015,petrol,79084,new delhi,luxury sedan,manual,2,850599,FALSE,835699
maruti swift,2013,diesel,113429,new delhi,hatchback,manual,1,437943,FALSE,345199
toyota innova,2015,diesel,76940,new delhi,suv,manual,2,846040,TRUE,793599
maruti swift dzire,2012,diesel,114962,new delhi,sedan,manual,1,348499,FALSE,342599
skoda rapid,2014,petrol,134412,new delhi,sedan,manual,1,404713,FALSE,338499
mercedes benz ml class,2014,diesel,61098,new delhi,luxury suv,manual,3,2039710,FALSE,1972528
maruti swift,2012,diesel,142099,new delhi,hatchback,manual,1,345228,FALSE,306399
ford ecosport,2015,diesel,122227,new delhi,suv,manual,2,499398,FALSE,485799
hyundai verna,2012,diesel,100752,new delhi,sedan,manual,1,373683,FALSE,357299
toyota etios liva,2013,diesel,105493,new delhi,hatchback,manual,2,323144,FALSE,270399
toyota etios,2012,diesel,130929,new delhi,sedan,manual,1,309480,FALSE,254499
toyota innova,2013,diesel,96015,new delhi,suv,manual,1,640881,FALSE,628199
maruti swift,2015,diesel,107563,new delhi,hatchback,manual,1,513232,FALSE,457599
toyota etios,2012,petrol,119615,new delhi,sedan,manual,1,367028,FALSE,299699
hyundai creta,2016,diesel,111100,new delhi,suv,manual,1,873970,TRUE,802299
hyundai i20,2012,petrol,123725,new delhi,hatchback,manual,1,321595,FALSE,293399
maruti wagon r 1.0,2011,petrol & cng,138341,new delhi,hatchback,manual,1,265811,FALSE,242199
hyundai i20,2012,diesel,159691,new delhi,hatchback,manual,1,328824,FALSE,323299
toyota etios liva,2014,diesel,134058,new delhi,hatchback,manual,2,404870,FALSE,337299
hyundai i10,2011,petrol,161043,new delhi,hatchback,manual,1,233011,FALSE,208299
maruti swift dzire,2013,diesel,122165,new delhi,sedan,manual,1,334980,FALSE,274699
mahindra xuv500,2015,diesel,114350,new delhi,luxury suv,manual,2,883891,FALSE,852499
hyundai i20,2012,diesel,139216,new delhi,hatchback,manual,1,272071,FALSE,265599
mahindra xuv500,2014,diesel,166731,new delhi,luxury suv,manual,1,598465,FALSE,520499
hyundai verna,2014,diesel,129459,new delhi,sedan,manual,2,587435,FALSE,502099
maruti swift,2013,diesel,119895,new delhi,hatchback,manual,1,396671,FALSE,317799
mahindra scorpio,2016,diesel,87025,new delhi,suv,manual,2,1000500,FALSE,974699
toyota innova,2013,diesel,112846,new delhi,suv,manual,3,721676,FALSE,586899
maruti celerio,2015,petrol & cng,158520,new delhi,hatchback,manual,1,344500,FALSE,338799
hyundai verna,2012,diesel,125497,new delhi,sedan,manual,2,328912,FALSE,313599
maruti ertiga,2014,diesel,120226,new delhi,suv,manual,1,446361,FALSE,428799
maruti ciaz,2016,diesel,155671,new delhi,sedan,manual,1,595806,FALSE,482399
mahindra tuv300,2016,diesel,146585,new delhi,suv,manual,1,593222,FALSE,526999
maruti swift,2013,diesel,141309,new delhi,hatchback,manual,1,393021,FALSE,340399
mercedes benz e class,2013,diesel,69864,new delhi,luxury sedan,manual,3,1162152,FALSE,1150186
honda city,2014,diesel,104060,new delhi,sedan,manual,1,587603,TRUE,433999
maruti swift dzire,2011,petrol,290868,new delhi,sedan,manual,1,254699,FALSE,248499
toyota innova,2014,diesel,99985,new delhi,suv,manual,1,870674,FALSE,691699
maruti swift,2014,diesel,121360,new delhi,hatchback,manual,2,351127,FALSE,300699
maruti alto k10,2015,petrol & cng,112578,new delhi,hatchback,manual,1,291599,FALSE,279599
toyota fortuner,2012,diesel,176354,new delhi,luxury suv,manual,1,1346736,FALSE,1093929
toyota corolla altis,2014,petrol,94389,new delhi,luxury sedan,automatic,1,886405,FALSE,823799
toyota innova,2013,diesel,157688,new delhi,suv,manual,1,623454,FALSE,620699
toyota fortuner,2014,diesel,123799,new delhi,luxury suv,automatic,2,1341559,FALSE,1290677
toyota fortuner,2014,diesel,111327,new delhi,luxury suv,automatic,2,1656367,FALSE,1376224
hyundai creta,2016,diesel,152387,new delhi,suv,manual,1,731041,FALSE,686399
toyota innova,2014,diesel,190850,new delhi,suv,manual,1,759849,FALSE,662899
toyota etios,2015,diesel,184158,new delhi,sedan,manual,1,484058,FALSE,369299
toyota fortuner,2012,diesel,119763,new delhi,luxury suv,manual,1,1165741,FALSE,1131097
maruti wagon r 1.0,2013,petrol & cng,190050,new delhi,hatchback,manual,1,298141,FALSE,242799
toyota innova,2013,diesel,195338,new delhi,suv,manual,1,778334,FALSE,630699
hyundai eon,2013,petrol,106269,new delhi,hatchback,manual,1,249305,FALSE,218499
toyota fortuner,2012,diesel,142163,new delhi,luxury suv,manual,1,1339654,FALSE,1118270
maruti s cross,2017,diesel,26229,new delhi,suv,manual,1,883199,FALSE,843299
maruti swift,2014,petrol,23888,new delhi,hatchback,manual,1,585291,FALSE,460699
maruti alto 800,2015,petrol,27014,new delhi,hatchback,manual,1,253799,FALSE,249599
maruti ignis,2018,petrol,13971,new delhi,hatchback,automatic,1,525599,FALSE,525399
hyundai i10,2012,petrol,36725,new delhi,hatchback,automatic,1,349796,FALSE,299099
maruti swift,2013,diesel,43029,new delhi,hatchback,manual,1,397936,FALSE,293999
toyota etios,2012,petrol,50238,new delhi,sedan,manual,1,308145,FALSE,286599
hyundai i20,2011,petrol,42965,new delhi,hatchback,manual,2,260899,FALSE,257199
maruti alto 800,2013,petrol,8967,new delhi,hatchback,manual,1,273182,FALSE,239399
hyundai grand i10,2015,diesel,46392,new delhi,hatchback,manual,1,425611,FALSE,349199
maruti baleno,2016,petrol,43212,new delhi,hatchback,manual,1,558194,TRUE,450799
hyundai eon,2014,petrol,47707,new delhi,hatchback,manual,2,204599,FALSE,204299
maruti alto,2020,petrol,18509,new delhi,hatchback,manual,1,396782,FALSE,315699
maruti zen estilo,2010,petrol,50189,new delhi,hatchback,manual,2,215567,FALSE,191299
maruti eeco,2018,petrol & cng,55247,new delhi,suv,manual,1,325632,FALSE,320499
ford ecosport,2017,petrol,30133,new delhi,suv,manual,2,674359,FALSE,636099
maruti a star,2009,petrol,30403,new delhi,hatchback,manual,1,182599,FALSE,181199
renault kwid,2016,petrol,46592,new delhi,hatchback,manual,1,276499,FALSE,267299
hyundai elite i20,2014,diesel,61234,new delhi,hatchback,manual,2,462451,FALSE,451299
toyota etios liva,2011,petrol,66960,new delhi,hatchback,manual,2,252199,FALSE,242999
maruti swift,2016,diesel,66524,new delhi,hatchback,manual,1,499609,FALSE,435899
renault duster,2013,diesel,63766,new delhi,suv,manual,1,372035,FALSE,370099
maruti baleno,2015,petrol,47806,new delhi,hatchback,manual,1,608270,FALSE,483999
maruti swift,2012,petrol & cng,72454,new delhi,hatchback,manual,1,493876,FALSE,367999
toyota innova crysta,2019,diesel,13877,new delhi,suv,automatic,1,1817089,FALSE,1772548
maruti swift dzire,2014,petrol,64810,new delhi,sedan,manual,3,362599,FALSE,345499
datsun redi go,2016,petrol,39204,new delhi,hatchback,manual,1,251810,FALSE,224899
honda accord,2011,petrol,82363,new delhi,sedan,manual,2,464684,FALSE,379199
chevrolet beat,2011,petrol,94604,new delhi,hatchback,manual,1,166870,FALSE,158499
toyota innova,2013,diesel,63675,new delhi,suv,manual,1,740641,TRUE,690499
honda city,2012,petrol,77333,new delhi,sedan,automatic,4,377702,FALSE,347899
honda city,2008,petrol & cng,82360,new delhi,sedan,manual,2,188999,FALSE,181499
hyundai creta,2019,petrol,16315,new delhi,suv,manual,1,1140991,FALSE,915399
maruti alto,2009,petrol,119227,new delhi,hatchback,manual,1,134799,FALSE,134699
maruti dzire,2018,diesel,48131,new delhi,sedan,manual,1,661875,FALSE,628499
mercedes benz c class,2012,diesel,23771,new delhi,luxury sedan,manual,1,1147459,FALSE,1147358
toyota innova,2012,diesel,79895,new delhi,suv,manual,1,606428,TRUE,575599
mahindra xuv500,2018,diesel,44133,new delhi,luxury suv,manual,1,1338223,FALSE,1305019
volkswagen polo,2018,petrol,43872,new delhi,hatchback,manual,1,934194,FALSE,738499
maruti vitara brezza,2018,diesel,53959,new delhi,suv,manual,2,706869,FALSE,690599
maruti vitara brezza,2016,diesel,72792,new delhi,suv,manual,1,680060,FALSE,675099
hyundai i20,2012,diesel,88519,new delhi,hatchback,manual,2,325586,TRUE,247999
maruti swift dzire,2010,petrol,120919,new delhi,sedan,manual,1,229099,FALSE,227399
honda accord,2011,petrol,105549,new delhi,sedan,manual,2,534713,FALSE,473199
hyundai elite i20,2016,petrol,108250,new delhi,hatchback,manual,1,585236,FALSE,470099
maruti alto k10,2013,petrol,115367,new delhi,hatchback,manual,1,255324,FALSE,201399
toyota etios liva,2013,diesel,106133,new delhi,hatchback,manual,2,282499,FALSE,272199
maruti swift dzire,2012,diesel,117766,new delhi,sedan,manual,2,303558,FALSE,289899
audi q3,2015,diesel,83737,new delhi,luxury suv,automatic,2,1625144,FALSE,1559943
maruti swift dzire,2013,diesel,149275,new delhi,sedan,manual,1,405205,FALSE,357599
honda city,2014,diesel,107208,new delhi,sedan,manual,1,466494,TRUE,414399
toyota etios liva,2014,diesel,103468,new delhi,hatchback,manual,2,406930,FALSE,320999
